mirna,A178_day3,A180_day7,A181_day7,A189_day14,A196_normal,A200_normal,A201_normal,A74_day3,A75_day3,A80_day7,A84_day14,A85_day14
mmu-miR-7043-3p,1.88728879549201,2.28903348107123,1.91554269254554,1.91076020392306,1.92332791342471,1.7856904119069,1.81189943361781,2.04252130004648,2.19662823827681,2.14877107606987,2.15826395070416,1.95582465551195
mmu-miR-7045-3p,-0.578898465315217,-0.679786145056235,-0.560303584046783,-0.563463613797153,-0.67401659343415,-0.677278567710038,-0.671917031001457,-0.677569896689192,-0.672939584866878,-0.575220636522882,-0.677303236306476,-0.668121513118566
mmu-miR-7046-3p,3.17014878957148,3.17446989921346,3.35774552626214,3.22300295322245,3.68933554046841,3.76711361264243,3.42184254316658,3.38157041244479,3.22908703477063,3.2598881974506,3.47922968385511,3.37268693236483
mmu-miR-7048-3p,-1.49742957168196,-1.50229189692621,-1.49294135662975,-1.49367546986373,-1.41145850252397,-1.49836216688673,-1.48939915190873,-1.49900309294165,-1.4900268518494,-1.49650705279297,-1.41810912257202,-1.48706925376793
mmu-miR-7049-5p,-1.97975097628216,-1.98392093159954,-1.92811239529564,-1.97746480152524,-1.97630161823458,-1.98031890856498,-1.97486060733055,-1.98070922002662,-1.97524286434668,-1.97918918027904,-1.98035171607634,-1.973441744824
mmu-miR-7052-3p,1.11479963614161,1.06685773346584,0.938536506586617,1.04612427129996,1.05607505714621,1.10782070674279,0.944063526365621,1.02033007902749,0.943058530118732,1.12183775371985,1.02302450541835,1.14325430413386
mmu-miR-7059-5p,-0.352000604648113,-0.355643820338586,-0.23544450514098,-0.34972200116445,-0.348491458160739,-0.352536462716901,-0.161078958847518,-0.217825216431003,-0.347332704361948,-0.250694045842649,-0.352567040985488,-0.345284562215064
mmu-miR-7063-3p,-1.98049628902311,-1.98521952549161,-1.9774004004345,-1.97790677830575,-1.97658926065392,-1.98113957612469,-1.97495705245613,-1.98158167518556,-1.91999578690461,-1.9798599523797,-1.98117673662697,-1.97334993136617
mmu-miR-7063-5p,-1.28301512289189,-1.28585170284574,-1.27782599328213,-1.27867475134632,-1.18361814316591,-1.28409335941458,-1.27373061033192,-1.28453366962789,-1.27445633677557,-1.28194853628078,-1.15182597005628,-1.27103685718296
mmu-miR-7065-3p,-1.54390959839754,-1.49186905574759,-1.54042308311462,-1.54099335369655,-1.53950959699886,-1.48225039014926,-1.53767144337556,-1.54513193419386,-1.53815905045561,-1.54319297137146,-1.54467590212657,-1.53586154224982
mmu-miR-7068-3p,5.27029879490275,4.88772272944372,5.21021204267599,4.96072603464027,5.53086367578806,5.13409391040652,4.98686354405974,4.98101672880554,5.1627592694898,5.25782108939128,5.01662978596391,5.23504235011003
mmu-miR-7075-3p,1.49581497292044,1.69707067217132,1.72323622421222,1.71659634179482,1.73404548155607,1.49379524711668,1.70084366013201,1.67104316871588,1.75040352751137,1.59951633153457,1.71651905276566,1.71993876038174
mmu-miR-708-3p,5.74068694257298,6.02377966797177,5.62267608592078,5.90292017167168,6.11364652798964,6.32088531873054,6.16987600838807,5.80517716342014,5.90797030921834,5.81215659088616,5.73117562165211,5.93354386868841
mmu-miR-708-5p,5.51405814146045,5.37613174448003,5.4874873021136,5.81823374247012,5.57866753224221,5.46802759024939,5.51706933249773,5.49831241511222,5.47627030064115,5.59998081664169,5.32113412156131,5.59711244126285
mmu-miR-7080-3p,-1.97752036918396,-1.95053542910196,-1.97587164782855,-1.97614132032687,-1.97543967379583,-1.97786295295326,-1.97457043821607,-1.97809839364889,-1.97480102037066,-1.97718148689437,-1.97788274284942,-1.9737145628233
mmu-miR-7081-3p,-1.49705014484885,-1.50177076594903,-1.41527714168328,-1.49342984057125,-1.49158786526729,-1.4979495020247,-1.48930593212804,-1.42112283553023,-1.4899112606168,-1.49616050486525,-1.49800145482199,-1.48705907239596
mmu-miR-7083-3p,-1.00725231561049,-1.00944134540815,-0.895310201408313,-0.897325916440962,-1.00217617873885,-0.9155938683622,-0.998980546412551,-1.00779227564153,-0.999828251918653,-1.00692566978709,-1.00759337801581,-0.995834031087891
mmu-miR-7083-5p,1.14731043571522,1.25120743015263,1.2719187589441,1.21729798829293,1.2306780606879,1.22831037567509,1.06384281740328,1.13974451811133,1.18637738358055,1.05182836866693,1.22790089692991,1.06810755715978
mmu-miR-7085-3p,-0.298499932317644,-0.302934409373312,-0.295196827171553,-0.295756824233483,-0.294284826827542,0.0178067609487548,-0.156372140874676,-0.299586078121606,-0.292904604364664,-0.29784526180125,-0.299185413883017,-0.144631101088942
mmu-miR-7085-5p,-1.98004240293567,-1.98442868327464,-1.9771673753273,-1.97763762815405,-1.92497169119943,-1.98063979787552,-1.97489833602125,-1.98105035754822,-1.97530042340749,-1.97945146260767,-1.98067430734411,-1.97340586709952
mmu-miR-7086-5p,-1.97843573397615,-1.98162974026502,-1.97634219331021,-1.97668462251444,-1.97579367417982,-1.97887074565971,-1.97468992185167,-1.94171031771014,-1.97498271427283,-1.97800542241872,-1.9788958748013,-1.97360313424268
mmu-miR-7118-3p,-1.97752036918396,-1.95053542910196,-1.97587164782855,-1.97614132032687,-1.97543967379583,-1.97786295295326,-1.97457043821607,-1.97809839364889,-1.97480102037066,-1.97718148689437,-1.97788274284942,-1.9737145628233
mmu-miR-712-5p,-1.93856891207863,-1.98217432210669,-1.97650282413629,-1.97687011856476,-1.97591447472562,-1.97921498530304,-1.97473057430026,-1.97953565595457,-1.97504462761015,-1.97828682730332,-1.97924193917726,-1.97356487047364
mmu-miR-7219-3p,-1.74413446988759,-1.74982683377118,-1.74040335786157,-1.64087334589289,-1.73942578605835,-1.74490974851026,-1.73745867662872,-1.74544255874406,-1.73798049182031,-1.74336756783835,-1.74495453371263,-1.73552180175276
mmu-miR-7224-3p,4.23043110190728,4.38972677870615,4.26919219223283,4.27720438025969,4.04830363057007,3.9776463407751,4.0602953141189,4.46448161552419,4.04750849197675,4.42738319940981,4.27207036840319,4.06770648749652
